source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,transformation_rule
bpsyst18,sysstolic blood pressure,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyststand12,sysstolic blood pressure,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
rvra,sysstolic blood pressure,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyststand18,sysstolic blood pressure,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyststanding,sysstolic blood pressure,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyst3,sysstolic blood pressure,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
hct,haematocrit,3009542,3009542,loinc:20570-8,hematocrit [volume fraction] of blood,loinc:20570-8,hematocrit [volume fraction] of blood,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,percent,float,"For harmonization, no transformation required."
hct6,haematocrit,3009542,3009542,loinc:20570-8,hematocrit [volume fraction] of blood,loinc:20570-8,hematocrit [volume fraction] of blood,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,percent,float,"For harmonization, no transformation required."
hct12,haematocrit,3009542,3009542,loinc:20570-8,hematocrit [volume fraction] of blood,loinc:20570-8,hematocrit [volume fraction] of blood,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,percent,float,"For harmonization, no transformation required."
hct18,haematocrit,3009542,3009542,loinc:20570-8,hematocrit [volume fraction] of blood,loinc:20570-8,hematocrit [volume fraction] of blood,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,percent,float,"For harmonization, no transformation required."
hscrp_v6,us-crp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
hscrp_v18,us-crp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
crpsensitive,us-crp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
hscrp_v3,us-crp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
hscrp_v1,us-crp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
hscrp_v12,us-crp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
hscrp_bl,us-crp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
bpdiast,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast18,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand12,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast12,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast1,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast3,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast6,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand3,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand6,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand1,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand18,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststanding,diastolic blood pressure,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
ast,asat,3013721,3013721,loinc:1920-8,aspartate aminotransferase [enzymatic activity/volume] in serum or plasma,loinc:1920-8,aspartate aminotransferase [enzymatic activity/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,international unit per liter,float,continuous_variable,unit per liter,float,Unit conversion required (RQ dependent)
creatinine,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per milliliter,float,continuous_variable,micromole per liter,float,Unit conversion required (RQ dependent)
crea1,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per milliliter,float,continuous_variable,micromole per liter,float,Unit conversion required (RQ dependent)
crea6,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per deciliter,float,continuous_variable,micromole per liter,float,Unit conversion required (RQ dependent)
crea12,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per deciliter,float,continuous_variable,micromole per liter,float,Unit conversion required (RQ dependent)
crea3,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per deciliter,float,continuous_variable,micromole per liter,float,Unit conversion required (RQ dependent)
crea18,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per deciliter,float,continuous_variable,micromole per liter,float,Unit conversion required (RQ dependent)
chol,cholesterol total,3019900,3019900,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,,float,"For harmonization, no transformation required."
age,age_at_b0,3022304,3022304,loinc:30525-0,age,loinc:30525-0,age,person,exact match,baseline time,baseline time,continuous_variable,year,float,continuous_variable,years,int,Unit conversion required (RQ dependent)
weight,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,int,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight6,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight18,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight3,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight1,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight12,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
triglyc,triglycerides,3025839,3025839,loinc:14927-8,triglyceride [moles/volume] in serum or plasma,loinc:14927-8,triglyceride [moles/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,,float,"For harmonization, no transformation required."
patientid,full_id,4086934,4086934,snomed:184107009,patient hospital number,snomed:184107009,patient hospital number,person,exact match,baseline time,baseline time,qualitative_variable,,str,qualitative_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ef_12,albumin to creatinine ratio,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,left ventricular ejection fraction,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,,float,"For harmonization, no transformation required."
ef_12,efsimpson,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,left ventricular ejection fraction,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,percent,float,"For harmonization, no transformation required."
ef_18,albumin to creatinine ratio,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,left ventricular ejection fraction,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,,float,"For harmonization, no transformation required."
ef_18,efsimpson,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,left ventricular ejection fraction,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,percent,float,"For harmonization, no transformation required."
ef,albumin to creatinine ratio,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,left ventricular ejection fraction,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,,float,"For harmonization, no transformation required."
ef,efsimpson,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,left ventricular ejection fraction,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,percent,float,"For harmonization, no transformation required."
v18spiro,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_v12,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
v6spiro,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
blspiro,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_v1,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
spiroat_v6,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
spiroat_bl,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
v1spiro,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v3spiro,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_v3,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
v12spiro,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_v18,aldosterone receptor antagonists,21601533,21601533,atc:c03da,aldosterone antagonists,atc:c03da,aldosterone antagonists,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
bb_at_v3,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
bbadjbl,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v1bb,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v6bb,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
bbadj1,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
bb_at_v12,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
bbadj12,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
dosebbv1,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,continuous_variable,percent,float,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
bb_at_bl,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
blbb,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v3bb,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v18bb,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
bbadj3,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
dosebbv18,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,continuous_variable,percent,float,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
bb_at_v18,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
dosebbbl,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,continuous_variable,percent,float,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosebbv3,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,continuous_variable,percent,float,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
