source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,transformation_rule
firstmanifest,lvef_cat,316139,316139,snomed:84114007,heart failure,snomed:84114007,heart failure,condition_era,exact match,baseline time,baseline time,continuous_variable,month,int,multi_class_variable,,str,"For harmonization, you may discretize continuous variables into categorical classes, but only when the resulting information loss is acceptable for the research question. Represent each clinical domain with two elements: 1Presence/absence flag:a binary indicator showing whether an event exists, 2) Event category: a categorical field specifying which event occurred (e.g., which condition, which procedure, which device etc)."
hypertensionyear,hypertension,316866,316866,snomed:38341003,hypertensive disorder,snomed:38341003,hypertensive disorder,condition_era,exact match,baseline time,baseline time,qualitative_variable,year,datetime,binary_class_variable,,str,"This variable pair involves a qualitative variable (string/text-based) and a categorical variable (binary or multi-class). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
rvramean,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyststand3,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyststand6,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyststand1,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyst12,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyst1,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyst6,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyst,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyst18,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyststand12,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
rvra,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyststand18,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyststanding,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpsyst3,sbp,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
hdl,hdlc,3007070,3007070,loinc:2085-9,cholesterol in hdl [mass/volume] in serum or plasma,loinc:2085-9,cholesterol in hdl [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,milligram per deciliter,int,Unit conversion required (RQ dependent)
hscrp_v6,hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
hscrp_v18,hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
crpsensitive,hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
hscrp_v3,hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
hscrp_v1,hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
hscrp_v12,hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
hscrp_bl,hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
bpdiast,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast18,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand12,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast12,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast1,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast3,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiast6,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand3,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand6,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand1,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststand18,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
bpdiaststanding,dbp,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,continuous_variable,millimeter mercury column,int,"For harmonization, no transformation required."
ast,ast,3013721,3013721,loinc:1920-8,aspartate aminotransferase [enzymatic activity/volume] in serum or plasma,loinc:1920-8,aspartate aminotransferase [enzymatic activity/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,international unit per liter,float,continuous_variable,international unit per liter,float,"For harmonization, no transformation required."
prea_v18,prea,3013742,3013742,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,gram per liter,float,continuous_variable,gram per liter,float,"For harmonization, no transformation required."
prea_v6,prea,3013742,3013742,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,gram per liter,float,continuous_variable,gram per liter,float,"For harmonization, no transformation required."
prea_v12,prea,3013742,3013742,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,gram per liter,float,continuous_variable,gram per liter,float,"For harmonization, no transformation required."
prea_v3,prea,3013742,3013742,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,gram per liter,float,continuous_variable,gram per liter,float,"For harmonization, no transformation required."
prea_bl,prea,3013742,3013742,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,gram per liter,float,continuous_variable,gram per liter,float,"For harmonization, no transformation required."
prea_v1,prea,3013742,3013742,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,loinc:14338-8,prealbumin [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,gram per liter,float,continuous_variable,gram per liter,float,"For harmonization, no transformation required."
creatinine,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per milliliter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
crea1,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per deciliter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
crea6,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per milliliter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
crea12,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per milliliter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
crea3,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per milliliter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
crea18,creatinine,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per deciliter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
urea_v18,urea,3020779,3020779,loinc:22664-7,urea [moles/volume] in serum or plasma,loinc:22664-7,urea [moles/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
urea_v1,urea,3020779,3020779,loinc:22664-7,urea [moles/volume] in serum or plasma,loinc:22664-7,urea [moles/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
urea_v6,urea,3020779,3020779,loinc:22664-7,urea [moles/volume] in serum or plasma,loinc:22664-7,urea [moles/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
urea_v12,urea,3020779,3020779,loinc:22664-7,urea [moles/volume] in serum or plasma,loinc:22664-7,urea [moles/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
urea_bl,urea,3020779,3020779,loinc:22664-7,urea [moles/volume] in serum or plasma,loinc:22664-7,urea [moles/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
urea_v3,urea,3020779,3020779,loinc:22664-7,urea [moles/volume] in serum or plasma,loinc:22664-7,urea [moles/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,milligram per deciliter,float,Unit conversion required (RQ dependent)
il6_v3,il6,3023091,3023091,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
il6_v18,il6,3023091,3023091,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
il6_v1,il6,3023091,3023091,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
il6_v12,il6,3023091,3023091,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
il6_bl,il6,3023091,3023091,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
il6_v6,il6,3023091,3023091,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,loinc:26881-3,interleukin 6 [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
weight,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,int,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight6,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight18,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight3,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight1,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
weight12,weight,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,body weight,measurement,exact match,baseline time,baseline time,continuous_variable,kilogram,float,continuous_variable,kilogram,float,"For harmonization, no transformation required."
triglyc,triglyceride,3025839,3025839,loinc:14927-8,triglyceride [moles/volume] in serum or plasma,loinc:14927-8,triglyceride [moles/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,milligram per deciliter,int,Unit conversion required (RQ dependent)
nbnp,nt.pro.bnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
bnp12,nt.pro.bnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
bnp6,nt.pro.bnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
bnp1,nt.pro.bnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
bnp18,nt.pro.bnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
bnp3,nt.pro.bnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
cysc_v12,cysc,3030366,3030366,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
cysc_v18,cysc,3030366,3030366,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
cysc_bl,cysc,3030366,3030366,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
cysc_v1,cysc,3030366,3030366,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
cysc_v6,cysc,3030366,3030366,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
cysc_v3,cysc,3030366,3030366,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,loinc:33863-2,cystatin c [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,"For harmonization, no transformation required."
height,height,3036277,3036277,loinc:8302-2,body height,loinc:8302-2,body height,measurement,exact match,baseline time,baseline time,continuous_variable,centimeter,int,continuous_variable,centimeter,float,"For harmonization, no transformation required."
bmi,bmi,3038553,3038553,loinc:39156-5,body mass index (bmi) [ratio],loinc:39156-5,body mass index (bmi) [ratio],measurement,exact match,baseline time,baseline time,continuous_variable,kilogram per square meter,float,continuous_variable,kilogram per square meter,float,"For harmonization, no transformation required."
patientid,patientid,4086934,4086934,snomed:184107009,patient hospital number,snomed:184107009,patient hospital number,person,exact match,baseline time,baseline time,qualitative_variable,,str,qualitative_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ef_12,lvef,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,left ventricular ejection fraction,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,percent,int,"For harmonization, no transformation required."
